cphhhbh,产品类别,产品名称/通用名称,设备记录主键,规格型号,商品名称,单价,使用单元产品标识,医保编码,医疗器械注册人/备案人名称,医疗器械注册人/备案人英文名称,注册证编号或者备案凭证编号,最小销售单元产品标识
100023981,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654728920220414012351256,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547289
100023982,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654729620220414012351257,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547296
100023983,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654730220220414012351258,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547302
100024035,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654731920220414012351259,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547319
100024036,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654732620220414012351260,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547326
100024037,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654733320220414012351261,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547333
100024274,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654734020220414012351262,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547340
100024275,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654735720220414012351263,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547357
100024276,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654736420220414012351264,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547364
100024277,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654737120220414012351265,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547371
100024278,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654738820220414012351266,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547388
100024486,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654739520220414012351267,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547395
100024487,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654740120220414012351268,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547401
100024488,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654741820220414012351269,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547418
100024489,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654742520220414012351270,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547425
100024490,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654743220220414012351271,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547432
100024491,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654744920220414012351272,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547449
100024492,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654746320220414012351273,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547463
100024493,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654748720220414012351274,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547487
100024028,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654750020220414012351275,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547500
100024029,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654752420220414012351276,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547524
100024030,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654753120220414012351277,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547531
100024031,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654754820220414012351278,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547548
100024032,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654755520220414012351279,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547555
100024033,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654756220220414012351280,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547562
100023659,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654781420220414012351281,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547814
100023660,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654782120220414012351282,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547821
100023712,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654783820220414012351283,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547838
100023713,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654784520220414012351284,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547845
100023714,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654785220220414012351285,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547852
100023920,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654786920220414012351286,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547869
100023921,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654787620220414012351287,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547876
100023922,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654788320220414012351288,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547883
100023923,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654789020220414012351289,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547890
100024353,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654790620220414012351290,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547906
100024354,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654791320220414012351291,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547913
100024355,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654792020220414012351292,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547920
100024356,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654793720220414012351293,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547937
100024357,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654794420220414012351294,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547944
100024409,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654795120220414012351295,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547951
100024410,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654796820220414012351296,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547968
100024411,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654797520220414012351297,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547975
100024412,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654798220220414012351298,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547982
100024413,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654799920220414012351299,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566547999
100024414,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654800220220414012351300,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548002
100024415,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654801920220414012351301,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548019
100024416,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654802620220414012351302,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548026
100024158,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654803320220414012351303,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548033
100024159,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654804020220414012351304,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548040
100024160,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654805720220414012351305,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548057
100024161,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654807120220414012351306,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548071
100024162,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654809520220414012351307,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548095
100024163,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654811820220414012351308,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548118
100024164,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654813220220414012351309,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548132
100024165,耗材,软性亲水接触镜 Air Optix for Astigmatism Soft Contact Lenses,0084656654814920220414012351310,无,,,,,美国爱尔康公司,"Alcon Laboratories, Inc.","国食药监械（进）字2014第3224699号,国械注进20193161608",00846566548149
